set,name,cost,gender,range,traits,icon
5.5,Pyke,2,0,1,"['Sentinel', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Pyke_1657241028.png
5.5,Rakan,3,0,2,"['Sentinel', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Rakan_1657240627.png
5.5,Rell,4,0,1,"['Ironclad', 'Redeemed', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Rell_1657240652.png
5.5,Riven,3,0,1,"['Dawnbringer', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Riven_1657240682.png
5.5,Sejuani,2,0,1,"['Nightbringer', 'Cavalier', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Sejuani_1657240803.png
5.5,Senna,1,0,4,"['Sentinel', 'Cannoneer']",//ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Senna.png
5.5,Sett,2,0,1,"['Draconic', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Sett_1657240809.png
5.5,Soraka,2,0,3,"['Dawnbringer', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Soraka_1657240820.png
5.5,Syndra,2,0,4,"['Redeemed', 'Invoker']",//cdn.lolchess.gg/upload/images/champions/Syndra_1657240826.png
5.5,Teemo,5,0,4,"['Hellion', 'Cruel', 'Invoker']",//cdn.lolchess.gg/upload/images/champions/Teemo_1657240990.png
5.5,Thresh,2,0,2,"['Forgotten', 'Knight']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Thresh.png
5.5,Tristana,2,0,4,"['Hellion', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/Tristana_1657240985.png
5.5,Udyr,1,0,1,"['Draconic', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Udyr_1657240877.png
5.5,Varus,2,0,4,"['Redeemed', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Varus_1657240760.png
5.5,Vayne,1,0,4,"['Forgotten', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Vayne_1657240767.png
5.5,Velkoz,4,0,4,"['Redeemed', 'Spellweaver']",//cdn.lolchess.gg/upload/images/champions/Velkoz_1657240772.png
5.5,Viego,5,0,1,"['Forgotten', 'Assassin', 'Skirmisher']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Viego.png
5.5,Vladimir,1,0,2,"['Nightbringer', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Vladimir_1657240792.png
5.5,Volibear,5,0,1,"['Revenant', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Volibear_1657240777.png
5.5,Yasuo,3,0,1,"['Nightbringer', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Yasuo_1657240855.png
5.5,Ziggs,1,0,4,"['Hellion', 'Spellweaver']",//cdn.lolchess.gg/upload/images/champions/Ziggs_1657240912.png
5.5,Zyra,3,0,4,"['Draconic', 'Spellweaver']",//cdn.lolchess.gg/upload/images/champions/Zyra_1657240902.png
6,Akali,5,0,1,"['Syndicate', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Akali_1634784820.png
6,Blitzcrank,2,0,1,"['Scrap', 'Bodyguard', 'Protector']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Blitzcrank.png
6,Braum,4,0,1,"['Syndicate', 'Bodyguard']",//cdn.lolchess.gg/upload/images/champions/Braum_1634784638.png
6,Caitlyn,1,0,5,"['Enforcer', 'Sniper']",//cdn.lolchess.gg/upload/images/champions/Caitlyn_1635139772.png
6,Camille,1,0,1,"['Clockwork', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Camille.png
6,Cho Gath,3,0,1,"['Mutant', 'Colossus', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Chogath.png
6,Darius,1,0,1,"['Syndicate', 'Bodyguard']",//cdn.lolchess.gg/upload/images/champions/Darius_1634784329.png
6,Dr Mundo,4,0,1,"['Chemtech', 'Mutant', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/DrMundo.png
6,Ekko,3,0,1,"['Scrap', 'Assassin']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Ekko.png
6,Ezreal,1,0,4,"['Scrap', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Ezreal.png
6,Fiora,4,0,1,"['Enforcer', 'Challenger']",//cdn.lolchess.gg/upload/images/champions/Fiora_1634785720.png
6,Galio,5,0,1,"['Socialite', 'Colossus', 'Bodyguard']",//cdn.lolchess.gg/upload/images/champions/Galio_1634784242.png
6,Gangplank,3,0,1,"['Mercenary', 'Twinshot']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Gangplank.png
6,Garen,1,0,1,"['Academy', 'Protector']",//cdn.lolchess.gg/upload/images/champions/Garen_1634784140.png
6,Graves,1,0,1,"['Academy', 'Twinshot']",//cdn.lolchess.gg/upload/images/champions/Graves_1634784295.png
6,Heimerdinger,3,0,4,"['Yordle', 'Scholar', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Heimerdinger.png
6,Illaoi,1,0,1,"['Mercenary', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Illaoi.png
6,Janna,4,0,3,"['Scrap', 'Enchanter', 'Scholar']",//cdn.lolchess.gg/upload/images/champions/Janna_1634785078.png
6,Jayce,5,0,1,"['Enforcer', 'Transformer', 'Innovator']",//cdn.lolchess.gg/upload/images/champions/Jayce_1635133912.png
6,Jhin,4,0,5,"['Clockwork', 'Sniper']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Jhin.png
6,Jinx,5,0,4,"['Scrap', 'Sister', 'Twinshot']",//cdn.lolchess.gg/upload/images/champions/Jinx_1635133900.png
6,Kai Sa,5,0,3,"['Mutant', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Kaisa.png
6,Kassadin,1,0,1,"['Mutant', 'Protector']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Kassadin.png
6,Katarina,2,0,1,"['Academy', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Katarina_1634785266.png
6,Kog Maw,2,0,4,"['Mutant', 'Twinshot', 'Sniper']",//cdn.lolchess.gg/upload/images/champions/KogMaw_1634785516.png
6,Leona,3,0,1,"['Academy', 'Bodyguard']",//cdn.lolchess.gg/upload/images/champions/Leona_1634784390.png
6,Lissandra,3,0,2,"['Chemtech', 'Scholar']",//cdn.lolchess.gg/upload/images/champions/Lissandra_1634784417.png
6,Lulu,2,0,3,"['Yordle', 'Enchanter']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Lulu.png
6,Lux,4,0,4,"['Academy', 'Arcanist']",//cdn.lolchess.gg/upload/images/champions/Lux_1634784357.png
6,Malzahar,3,0,4,"['Mutant', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Malzahar.png
6,Miss Fortune,3,0,4,"['Mercenary', 'Sniper']",//cdn.lolchess.gg/upload/images/champions/MissFortune_1634784448.png
6,Orianna,4,0,4,"['Clockwork', 'Enchanter']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Orianna.png
6,Poppy,1,0,1,"['Yordle', 'Bodyguard']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Poppy.png
6,Quinn,2,0,4,"['Mercenary', 'Challenger']",//cdn.lolchess.gg/upload/images/champions/Quinn_1634785593.png
6,Samira,3,0,3,"['Imperial', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Samira.png
6,Seraphine,4,0,4,"['Socialite', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Seraphine.png
6,Shaco,3,0,1,"['Syndicate', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Shaco_1634784787.png
6,Singed,1,0,1,"['Chemtech', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Singed.png
6,Sion,4,0,1,"['Imperial', 'Colossus', 'Protector']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Sion.png
6,Swain,2,0,2,"['Imperial', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Swain.png
6,Tahm Kench,5,0,1,"['Glutton', 'Mercenary', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/TahmKench.png
6,Talon,2,0,1,"['Imperial', 'Assassin']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Talon.png
6,Taric,3,0,1,"['Socialite', 'Enchanter']",//cdn.lolchess.gg/upload/images/champions/Taric_1634785627.png
6,Tristana,2,0,5,"['Yordle', 'Sniper']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Tristana.png
6,Trundle,2,0,1,"['Scrap', 'Bruiser']",//cdn.lolchess.gg/upload/images/champions/Trundle_1634785652.png
6,Twisted Fate,1,0,3,"['Syndicate', 'Arcanist']",//cdn.lolchess.gg/upload/images/champions/TwistedFate_1634785678.png
6,Twitch,1,0,3,"['Chemtech', 'Assassin']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Twitch.png
6,Urgot,4,0,3,"['Chemtech', 'Twinshot']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Urgot.png
6,Veigar,5,0,4,['Yordle Lord'],//cdn.lolchess.gg/upload/images/champions/Veigar_1635842739.png
6,Vex,3,0,2,"['Yordle', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Vex.png
6,Vi,2,0,1,"['Enforcer', 'Sister', 'Bruiser']",//cdn.lolchess.gg/upload/images/champions/Vi_1635133890.png
6,Viktor,5,0,4,"['Chemtech', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Viktor.png
6,Warwick,2,0,1,"['Chemtech', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Warwick.png
6,Yone,4,0,1,"['Academy', 'Challenger']",//cdn.lolchess.gg/upload/images/champions/Yone_1634784950.png
6,Yuumi,5,0,4,"['Academy', 'Cuddly', 'Scholar']",//cdn.lolchess.gg/upload/images/champions/Yuumi_1634784979.png
6,Zac,3,0,1,"['Chemtech', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Zac.png
6,Ziggs,1,0,4,"['Scrap', 'Yordle', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Ziggs.png
6,Zilean,2,0,4,"['Clockwork', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Zilean.png
6,Zyra,2,0,4,"['Syndicate', 'Scholar']",//cdn.lolchess.gg/upload/images/champions/Zyra_1634785008.png
6.5,Vi,4,0,1,"['Enforcer', 'Rival', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Vi.png
6.5,Ahri,4,0,4,"['Syndicate', 'Arcanist']",//cdn.lolchess.gg/upload/images/champions/Ahri_1643374814.png
6.5,Alistar,4,0,1,"['Hextech', 'Colossus']",//cdn.lolchess.gg/upload/images/champions/Alistar_1643374823.png
6.5,Ashe,2,0,5,"['Syndicate', 'Sniper']",//cdn.lolchess.gg/upload/images/champions/Ashe_1643374833.png
6.5,Blitzcrank,2,0,1,"['Scrap', 'Bodyguard']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Blitzcrank.png
6.5,Brand,1,0,3,"['Debonair', 'Arcanist']",//cdn.lolchess.gg/upload/images/champions/Brand_1643374847.png
6.5,Braum,4,0,1,"['Syndicate', 'Bodyguard']",//cdn.lolchess.gg/upload/images/champions/Braum_1634784638.png
6.5,Caitlyn,1,0,5,"['Enforcer', 'Sniper']",//cdn.lolchess.gg/upload/images/champions/Caitlyn_1635139772.png
6.5,Camille,1,0,1,"['Clockwork', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Camille.png
6.5,Cho Gath,3,0,1,"['Mutant', 'Colossus', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Chogath.png
6.5,Corki,2,0,4,"['Yordle', 'Twinshot']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Corki.png
6.5,Darius,1,0,1,"['Syndicate', 'Bodyguard']",//cdn.lolchess.gg/upload/images/champions/Darius_1634784329.png
6.5,Draven,4,0,4,"['Debonair', 'Challenger']",//cdn.lolchess.gg/upload/images/champions/Draven_1643374858.png
6.5,Ekko,3,0,1,"['Scrap', 'Assassin', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Ekko.png
6.5,Ezreal,1,0,4,"['Scrap', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Ezreal.png
6.5,Galio,5,0,1,"['Socialite', 'Colossus', 'Bodyguard']",//cdn.lolchess.gg/upload/images/champions/Galio_1634784242.png
6.5,Gangplank,3,0,1,"['Mercenary', 'Twinshot']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Gangplank.png
6.5,Gnar,3,0,3,"['Socialite', 'Yordle', 'Striker']",//cdn.lolchess.gg/upload/images/champions/Gnar_1643374869.png
6.5,Illaoi,1,0,1,"['Mercenary', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Illaoi.png
6.5,Irelia,4,0,1,"['Scrap', 'Striker']",//cdn.lolchess.gg/upload/images/champions/Irelia_1643374879.png
6.5,Jarvan I V,1,0,1,"['Hextech', 'Striker']",//cdn.lolchess.gg/upload/images/champions/JarvanIV_1643374909.png
6.5,Jayce,5,0,1,"['Enforcer', 'Transformer', 'Innovator']",//cdn.lolchess.gg/upload/images/champions/Jayce_1635133912.png
6.5,Jhin,4,0,5,"['Clockwork', 'Sniper']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Jhin.png
6.5,Jinx,5,0,4,"['Rival', 'Scrap', 'Twinshot']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Jinx.png
6.5,Kai Sa,5,0,3,"['Mutant', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Kaisa.png
6.5,Kassadin,1,0,1,"['Mutant', 'Scholar']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Kassadin.png
6.5,Khazix,4,0,1,"['Mutant', 'Assassin']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Khazix.png
6.5,Leona,3,0,1,"['Debonair', 'Bodyguard']",//cdn.lolchess.gg/upload/images/champions/Leona_1643374919.png
6.5,Lucian,3,0,3,"['Hextech', 'Twinshot']",//cdn.lolchess.gg/upload/images/champions/Lucian_1643374925.png
6.5,Lulu,2,0,3,"['Yordle', 'Enchanter']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Lulu.png
6.5,Malzahar,3,0,4,"['Mutant', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Malzahar.png
6.5,Miss Fortune,3,0,4,"['Mercenary', 'Sniper']",//cdn.lolchess.gg/upload/images/champions/MissFortune_1634784448.png
6.5,Morgana,3,0,2,"['Syndicate', 'Enchanter']",//cdn.lolchess.gg/upload/images/champions/Morgana_1643374932.png
6.5,Nocturne,1,0,1,"['Hextech', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Nocturne_1643374939.png
6.5,Orianna,4,0,4,"['Clockwork', 'Enchanter']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Orianna.png
6.5,Poppy,1,0,1,"['Yordle', 'Bodyguard']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Poppy.png
6.5,Quinn,2,0,4,"['Mercenary', 'Challenger']",//cdn.lolchess.gg/upload/images/champions/Quinn_1634785593.png
6.5,Rek Sai,2,0,1,"['Mutant', 'Bruiser', 'Striker']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/RekSai.png
6.5,Renata,4,0,3,"['Chemtech', 'Scholar']",//cdn.lolchess.gg/upload/images/champions/Renata_1643374746.png
6.5,Sejuani,2,0,1,"['Enforcer', 'Hextech', 'Bruiser']",//cdn.lolchess.gg/upload/images/champions/Sejuani_1643374954.png
6.5,Senna,3,0,4,"['Socialite', 'Enchanter']",//cdn.lolchess.gg/upload/images/champions/Senna_1643374978.png
6.5,Seraphine,4,0,4,"['Socialite', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Seraphine.png
6.5,Silco,5,0,4,"['Mastermind', 'Scholar']",//cdn.lolchess.gg/upload/images/champions/Silco_1643374772.png
6.5,Singed,1,0,1,"['Chemtech', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Singed.png
6.5,Sivir,4,0,4,"['Hextech', 'Striker']",//cdn.lolchess.gg/upload/images/champions/Sivir_1643374987.png
6.5,Swain,2,0,2,"['Hextech', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Swain.png
6.5,Syndra,2,0,4,"['Debonair', 'Scholar']",//cdn.lolchess.gg/upload/images/champions/Syndra_1643374998.png
6.5,Tahm Kench,5,0,1,"['Glutton', 'Mercenary', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/TahmKench.png
6.5,Talon,2,0,1,"['Debonair', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Talon_1643375005.png
6.5,Tryndamere,3,0,1,"['Chemtech', 'Challenger']",//cdn.lolchess.gg/upload/images/champions/Tryndamere_1643375011.png
6.5,Twitch,1,0,3,"['Chemtech', 'Assassin']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Twitch.png
6.5,Veigar,5,0,4,['Yordle Lord'],//cdn.lolchess.gg/upload/images/champions/Veigar_1643779403.png
6.5,Vex,3,0,2,"['Yordle', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Vex.png
6.5,Viktor,5,0,4,"['Chemtech', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Viktor.png
6.5,Warwick,2,0,1,"['Chemtech', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Warwick.png
6.5,Zac,3,0,1,"['Chemtech', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Zac.png
6.5,Zeri,5,0,8,"['Debonair', 'Sniper']",//cdn.lolchess.gg/upload/images/champions/Zeri_1643374799.png
6.5,Ziggs,1,0,4,"['Scrap', 'Yordle', 'Arcanist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Ziggs.png
6.5,Zilean,2,0,4,"['Clockwork', 'Innovator']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Zilean.png
6.5,Zyra,2,0,4,"['Syndicate', 'Scholar']",//cdn.lolchess.gg/upload/images/champions/Zyra_1634785008.png
7,Aatrox,1,0,1,"['Shimmerscale', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/Aatrox_1653029579.png
7,Anivia,3,0,4,"['Jade', 'Evoker', 'Legend']",//cdn.lolchess.gg/upload/images/champions/Anivia_1653030188.png
7,Ao Shin,10,0,4,"['Tempest', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/AoShin_1653029477.png
7,Ashe,2,0,4,"['Jade', 'Swiftshot', 'Dragonmancer']",//cdn.lolchess.gg/upload/images/champions/Ashe_1653030201.png
7,Aurelion Sol,10,0,4,"['Astral', 'Dragons', 'Evoker']",//cdn.lolchess.gg/upload/images/champions/AurelionSol_1653030178.png
7,Bard,5,0,4,"['Guild', 'Mystic', 'Bard']",//cdn.lolchess.gg/upload/images/champions/Bard_1653029776.png
7,Braum,2,0,1,"['Scalescorn', 'Guardian']",//cdn.lolchess.gg/upload/images/champions/Braum_1653029795.png
7,Corki,4,0,4,"['Revel', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/Corki_1653030361.png
7,Diana,3,0,1,"['Scalescorn', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Diana_1653029713.png
7,Daeja,8,0,4,"['Mirage', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Daeja_1653027743.png
7,Idas,8,0,1,"['Shimmerscale', 'Guardian', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Idas_1653029461.png
7,Shi Oh Yu,8,0,1,"['Jade', 'Mystic', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/ShiOhYu_1653187776.png
7,Syfen,8,0,1,"['Whispers', 'Bruiser', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Syfen_1653029452.png
7,Elise,3,0,2,"['Whispers', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Elise_1653030223.png
7,Ezreal,1,0,3,"['Tempest', 'Swiftshot']",//cdn.lolchess.gg/upload/images/champions/Ezreal_1653030256.png
7,Gnar,2,0,2,"['Jade', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Gnar_1653029639.png
7,Hecarim,4,0,1,"['Ragewing', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Hecarim_1653030476.png
7,Heimerdinger,1,0,4,"['Trainer', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Heimerdinger_1653030456.png
7,Illaoi,3,0,1,"['Astral', 'Bruiser']",//cdn.lolchess.gg/upload/images/champions/Illaoi_1653030279.png
7,Jinx,2,0,4,"['Revel', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/Jinx_1653030331.png
7,Karma,1,0,4,"['Jade', 'Dragonmancer']",//cdn.lolchess.gg/upload/images/champions/Karma_1653030340.png
7,Kayn,2,0,1,"['Ragewing', 'Shimmerscale', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Kayn_1653030353.png
7,Lee Sin,3,0,1,"['Tempest', 'Dragonmancer']",//cdn.lolchess.gg/upload/images/champions/LeeSin_1653029760.png
7,Leona,1,0,1,"['Mirage', 'Guardian']",//cdn.lolchess.gg/upload/images/champions/Leona_1653029737.png
7,Lillia,2,0,1,"['Scalescorn', 'Cavalier', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Lillia_1653029767.png
7,Lulu,3,0,3,"['Trainer', 'Mystic', 'Evoker']",//cdn.lolchess.gg/upload/images/champions/Lulu_1653029752.png
7,Nami,2,0,3,"['Astral', 'Mystic', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Nami_1653029653.png
7,Neeko,4,0,2,"['Jade', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Neeko_1653029705.png
7,Nidalee,1,0,4,"['Astral', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Nidalee_1653029698.png
7,Nunu,3,0,1,"['Mirage', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Nunu_1653029687.png
7,Olaf,3,0,1,"['Scalescorn', 'Bruiser', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/Olaf_1653030240.png
7,Ornn,4,0,1,"['Tempest', 'Bruiser', 'Legend']",//cdn.lolchess.gg/upload/images/champions/Ornn_1653030232.png
7,Pyke,5,0,1,"['Whispers', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Pyke_1655190661.png
7,Qiyana,2,0,1,"['Tempest', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Qiyana_1653030385.png
7,Ryze,3,0,4,"['Guild', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Ryze_1653029729.png
7,Sejuani,1,0,1,"['Guild', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Sejuani_1653029956.png
7,Senna,1,0,4,"['Ragewing', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/Senna_1653029893.png
7,Sett,1,0,1,"['Ragewing', 'Dragonmancer']",//cdn.lolchess.gg/upload/images/champions/Sett_1653030015.png
7,Shen,2,0,1,"['Ragewing', 'Bruiser', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/Shen_1653030094.png
7,Shyvana,10,0,1,"['Ragewing', 'Dragons', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Shyvana_1653030108.png
7,Skarner,1,0,1,"['Astral', 'Bruiser']",//cdn.lolchess.gg/upload/images/champions/Skarner_1653030158.png
7,Sona,4,0,4,"['Revel', 'Evoker']",//cdn.lolchess.gg/upload/images/champions/Sona_1653030025.png
7,Soraka,5,0,4,"['Jade', 'Starcaller']",//cdn.lolchess.gg/upload/images/champions/Soraka_1653030051.png
7,Swain,3,0,4,"['Ragewing', 'Dragonmancer', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Swain_1653030146.png
7,Sylas,3,0,1,"['Whispers', 'Bruiser', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Sylas_1653029846.png
7,Tahm Kench,1,0,1,"['Revel', 'Bruiser']",//cdn.lolchess.gg/upload/images/champions/TahmKench_1653030407.png
7,Talon,4,0,1,"['Guild', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Talon_1653030401.png
7,Taric,1,0,1,"['Jade', 'Guardian']",//cdn.lolchess.gg/upload/images/champions/Taric_1653030393.png
7,Thresh,2,0,2,"['Whispers', 'Guardian']",//cdn.lolchess.gg/upload/images/champions/Thresh_1653030168.png
7,Tristana,2,0,4,"['Trainer', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/Tristana_1653030415.png
7,Twitch,2,0,3,"['Guild', 'Swiftshot']",//cdn.lolchess.gg/upload/images/champions/Twitch_1653030423.png
7,Varus,3,0,3,"['Astral', 'Swiftshot']",//cdn.lolchess.gg/upload/images/champions/Varus_1653029781.png
7,Vladimir,1,0,2,"['Astral', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Vladimir_1653029808.png
7,Volibear,3,0,1,"['Shimmerscale', 'Dragonmancer', 'Legend']",//cdn.lolchess.gg/upload/images/champions/Volibear_1653029788.png
7,Xayah,4,0,3,"['Ragewing', 'Swiftshot']",//cdn.lolchess.gg/upload/images/champions/Xayah_1653030304.png
7,Yasuo,5,0,1,"['Mirage', 'Dragonmancer', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/Yasuo_1653030213.png
7,Yone,2,0,1,"['Mirage', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/Yone_1653030248.png
7,Zoe,5,0,4,"['Shimmerscale', 'Mage', 'Spell Thief']",//cdn.lolchess.gg/upload/images/champions/Zoe_1653030312.png
7.5,Volibear,3,0,1,"['Shimmerscale', 'Dragonmancer']",//cdn.lolchess.gg/upload/images/champions/Volibear_1653029788.png
7.5,Ao Shin,8,0,4,"['Tempest', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/AoShin_1653029477.png
7.5,Aphelios,2,0,4,"['Darkflight', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/Aphelios_1661160970-Aphelios.jpg
7.5,Sohm,7,0,4,"['Lagoon', 'Mage', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Sohm_1660918930-Sohm.jpg
7.5,Aurelion Sol,8,0,4,"['Astral', 'Dragons', 'Evoker']",//cdn.lolchess.gg/upload/images/champions/AurelionSol_1653030178.png
7.5,Bard,5,0,4,"['Guild', 'Mystic', 'Bard']",//cdn.lolchess.gg/upload/images/champions/Bard_1653029776.png
7.5,Braum,2,0,1,"['Scalescorn', 'Guardian']",//cdn.lolchess.gg/upload/images/champions/Braum_1653029795.png
7.5,Diana,3,0,1,"['Scalescorn', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Diana_1653029713.png
7.5,Daeja,7,0,4,"['Mirage', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Daeja_1653027743.png
7.5,Terra,8,0,1,"['Monolith', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Terra_1660918949-Terra.jpg
